name,from_team,team,player_id,note
Travis Snider,Pittsburgh Pirates,Baltimore Orioles,501983,Pittsburgh Pirates traded LF Travis Snider to Baltimore Orioles for LHP Stephen Tarpley and Player To Be Named Later.
Robbie Ross Jr.,Texas Rangers,Boston Red Sox,543726,Boston Red Sox traded RHP Anthony Ranaudo to Texas Rangers for LHP Robbie Ross Jr..
Anthony Ranaudo,Boston Red Sox,Texas Rangers,519168,Boston Red Sox traded RHP Anthony Ranaudo to Texas Rangers for LHP Robbie Ross Jr..
David Hale,Atlanta Braves,Colorado Rockies,571735,Atlanta Braves traded RHP David Hale and RHP Gus Schlosser to Colorado Rockies for C Jose Briceno and C Chris O'Dowd.
Chris O'Dowd,Colorado Rockies,Atlanta Braves,573069,Atlanta Braves traded RHP David Hale and RHP Gus Schlosser to Colorado Rockies for C Jose Briceno and C Chris O'Dowd.
Gus Schlosser,Atlanta Braves,Colorado Rockies,534576,Atlanta Braves traded RHP David Hale and RHP Gus Schlosser to Colorado Rockies for C Jose Briceno and C Chris O'Dowd.
Jose Briceno,Colorado Rockies,Atlanta Braves,593993,Atlanta Braves traded RHP David Hale and RHP Gus Schlosser to Colorado Rockies for C Jose Briceno and C Chris O'Dowd.
Mike Ohlman,Baltimore Orioles,St. Louis Cardinals,572000,Baltimore Orioles traded C Mike Ohlman to St. Louis Cardinals for cash.
Steve Lombardozzi,Baltimore Orioles,Pittsburgh Pirates,543459,Baltimore Orioles traded Steve Lombardozzi to Pittsburgh Pirates for cash.
Tyler Ybarra,Toronto Blue Jays,Colorado Rockies,543950,Colorado Rockies traded LHP Jayson Aquino to Toronto Blue Jays for LHP Tyler Ybarra.
Jayson Aquino,Colorado Rockies,Toronto Blue Jays,593969,Colorado Rockies traded LHP Jayson Aquino to Toronto Blue Jays for LHP Tyler Ybarra.
Yency Almonte,Los Angeles Angels,Chicago White Sox,622075,Los Angeles Angels traded RHP Yency Almonte to Chicago White Sox.
Arquimedes Caminero,Miami Marlins,Pittsburgh Pirates,491708,Miami Marlins traded RHP Arquimedes Caminero to Pittsburgh Pirates for cash.
Edward Salcedo,Atlanta Braves,Pittsburgh Pirates,581685,Atlanta Braves traded 3B Edward Salcedo to Pittsburgh Pirates for RHP Bryton Trepagnier.
Bryton Trepagnier,Pittsburgh Pirates,Atlanta Braves,595443,Atlanta Braves traded 3B Edward Salcedo to Pittsburgh Pirates for RHP Bryton Trepagnier.
Steven Brault,Baltimore Orioles,Pittsburgh Pirates,643230,Baltimore Orioles traded LHP Steven Brault to Pittsburgh Pirates. The PTBN in the January 27 trade
Jackson Williams,Los Angeles Angels,San Francisco Giants,519425,Los Angeles Angels traded C Jackson Williams to San Francisco Giants for cash.
Mike Blanke,Chicago White Sox,Arizona Diamondbacks,571499,Chicago White Sox traded C Michael Blanke to Arizona Diamondbacks for cash.
Sean Furney,Arizona Diamondbacks,Atlanta Braves,641592,Arizona Diamondbacks traded RHP Sean Furney to Atlanta Braves for cash.
Neftali Soto,Cincinnati Reds,Chicago White Sox,519304,Cincinnati Reds traded 1B Neftali Soto to Chicago White Sox for cash.
Mike McDade,Texas Rangers,Baltimore Orioles,519005,Texas Rangers traded 1B Mike McDade to Baltimore Orioles for Future Considerations.
Dan Johnson,Houston Astros,Cincinnati Reds,430681,Houston Astros traded 1B Dan Johnson to Cincinnati Reds for Player To Be Named Later.
Devin Lohman,Cincinnati Reds,Philadelphia Phillies,518948,Cincinnati Reds traded SS Devin Lohman to Philadelphia Phillies for Player To Be Named Later.
Sam Freeman,St. Louis Cardinals,Texas Rangers,518693,St. Louis Cardinals traded LHP Sam Freeman to Texas Rangers for Player To Be Named Later.
Matt den Dekker,New York Mets,Washington Nationals,544925,New York Mets traded CF Matt den Dekker to Washington Nationals for LHP Jerry Blevins.
Jerry Blevins,Washington Nationals,New York Mets,460283,New York Mets traded CF Matt den Dekker to Washington Nationals for LHP Jerry Blevins.
Alex Torres,San Diego Padres,New York Mets,456776,San Diego Padres traded LHP Alex Torres to New York Mets for RHP Cory Mazzoni and Player To Be Named Later.
Cory Mazzoni,New York Mets,San Diego Padres,543508,San Diego Padres traded LHP Alex Torres to New York Mets for RHP Cory Mazzoni and Player To Be Named Later.
Sandy Leon,Washington Nationals,Boston Red Sox,506702,Washington Nationals traded C Sandy Leon to Boston Red Sox for cash.
Elliot Johnson,Texas Rangers,Los Angeles Dodgers,471107,Texas Rangers traded 2B Elliot Johnson to Los Angeles Dodgers for cash.
Erasmo Ramirez,Seattle Mariners,Tampa Bay Rays,541640,Seattle Mariners traded RHP Erasmo Ramirez to Tampa Bay Rays for LHP Mike Montgomery.
Mike Montgomery,Tampa Bay Rays,Seattle Mariners,543557,Seattle Mariners traded RHP Erasmo Ramirez to Tampa Bay Rays for LHP Mike Montgomery.
Audry Perez,Colorado Rockies,Baltimore Orioles,542233,Colorado Rockies traded C Audry Perez to Baltimore Orioles for cash.
Gregorio Petit,Houston Astros,New York Yankees,463610,Houston Astros traded SS Gregorio Petit to New York Yankees for cash.
Tony Zych,Chicago Cubs,Seattle Mariners,543964,Chicago Cubs traded RHP Tony Zych to Seattle Mariners for Player To Be Named Later.
Hunter Morris,Milwaukee Brewers,Pittsburgh Pirates,519051,Milwaukee Brewers traded 1B Hunter Morris to Pittsburgh Pirates for Player To Be Named Later.
Trevor Cahill,Arizona Diamondbacks,Atlanta Braves,502239,Arizona Diamondbacks traded cash and RHP Trevor Cahill to Atlanta Braves for LF Josh Elander.
Josh Elander,Atlanta Braves,Arizona Diamondbacks,571645,Arizona Diamondbacks traded cash and RHP Trevor Cahill to Atlanta Braves for LF Josh Elander.
Michael Bowden,Cincinnati Reds,Baltimore Orioles,476601,Cincinnati Reds traded RHP Michael Bowden to Baltimore Orioles for cash.
Andrew Triggs,Kansas City Royals,Baltimore Orioles,592811,Kansas City Royals traded RHP Andrew Triggs to Baltimore Orioles for cash.
Jordan Paroubeck,San Diego Padres,Atlanta Braves,641952,"Atlanta Braves traded RHP Craig Kimbrel and Melvin Upton Jr. to San Diego Padres for CF Cameron Maybin, LF Carlos Quentin, LF Jordan Paroubeck and RHP Matt Wisler."
Carlos Quentin,San Diego Padres,Atlanta Braves,435041,"Atlanta Braves traded RHP Craig Kimbrel and Melvin Upton Jr. to San Diego Padres for CF Cameron Maybin, LF Carlos Quentin, LF Jordan Paroubeck and RHP Matt Wisler."
Matt Wisler,San Diego Padres,Atlanta Braves,605538,"Atlanta Braves traded RHP Craig Kimbrel and Melvin Upton Jr. to San Diego Padres for CF Cameron Maybin, LF Carlos Quentin, LF Jordan Paroubeck and RHP Matt Wisler."
Cameron Maybin,San Diego Padres,Atlanta Braves,457727,"Atlanta Braves traded RHP Craig Kimbrel and Melvin Upton Jr. to San Diego Padres for CF Cameron Maybin, LF Carlos Quentin, LF Jordan Paroubeck and RHP Matt Wisler."
Craig Kimbrel,Atlanta Braves,San Diego Padres,518886,"Atlanta Braves traded RHP Craig Kimbrel and Melvin Upton Jr. to San Diego Padres for CF Cameron Maybin, LF Carlos Quentin, LF Jordan Paroubeck and RHP Matt Wisler."
Melvin Upton Jr.,Atlanta Braves,San Diego Padres,425834,"Atlanta Braves traded RHP Craig Kimbrel and Melvin Upton Jr. to San Diego Padres for CF Cameron Maybin, LF Carlos Quentin, LF Jordan Paroubeck and RHP Matt Wisler."
Victor Reyes,Atlanta Braves,Arizona Diamondbacks,622682,Atlanta Braves traded RF Victor Reyes to Arizona Diamondbacks for .
Ben Rowen,Los Angeles Dodgers,Baltimore Orioles,594985,Baltimore Orioles traded C Brian Ward and RHP Ryan Webb to Los Angeles Dodgers for RHP Ben Rowen and C Chris O'Brien.
Chris O'Brien,Los Angeles Dodgers,Baltimore Orioles,605402,Baltimore Orioles traded C Brian Ward and RHP Ryan Webb to Los Angeles Dodgers for RHP Ben Rowen and C Chris O'Brien.
Ryan Webb,Baltimore Orioles,Los Angeles Dodgers,444436,Baltimore Orioles traded C Brian Ward and RHP Ryan Webb to Los Angeles Dodgers for RHP Ben Rowen and C Chris O'Brien.
Brian Ward,Baltimore Orioles,Los Angeles Dodgers,503424,Baltimore Orioles traded C Brian Ward and RHP Ryan Webb to Los Angeles Dodgers for RHP Ben Rowen and C Chris O'Brien.
Xavier Cedeno,Washington Nationals,Los Angeles Dodgers,458584,Washington Nationals traded LHP Xavier Cedeno to Los Angeles Dodgers for cash.
Xavier Cedeno,Los Angeles Dodgers,Tampa Bay Rays,458584,Los Angeles Dodgers traded LHP Xavier Cedeno to Tampa Bay Rays for cash.
Josh Hamilton,Los Angeles Angels,Texas Rangers,285078,Los Angeles Angels traded LF Josh Hamilton and cash to Texas Rangers for Player To Be Named Later.
Andy Wilkins,Toronto Blue Jays,Los Angeles Dodgers,519421,Toronto Blue Jays traded 1B Andy Wilkins to Los Angeles Dodgers for cash.
Matt West,Toronto Blue Jays,Los Angeles Dodgers,519411,Toronto Blue Jays traded RHP Matt West to Los Angeles Dodgers for cash.
Ryan Jackson,Kansas City Royals,Los Angeles Angels,474249,Los Angeles Angels traded C Drew Butera to Kansas City Royals for SS Ryan Jackson.
Drew Butera,Los Angeles Angels,Kansas City Royals,460077,Los Angeles Angels traded C Drew Butera to Kansas City Royals for SS Ryan Jackson.
Chad Smith,Oakland Athletics,Los Angeles Angels,605477,Oakland Athletics traded RHP Chad Smith to Los Angeles Angels for cash.
Edward Mujica,Boston Red Sox,Oakland Athletics,465629,Boston Red Sox traded RHP Edward Mujica and cash to Oakland Athletics for Player To Be Named Later.
Jayson Aquino,Toronto Blue Jays,Pittsburgh Pirates,593969,Toronto Blue Jays traded LHP Jayson Aquino to Pittsburgh Pirates for cash.
Blake Forsythe,Oakland Athletics,Philadelphia Phillies,574836,Oakland Athletics traded C Blake Forsythe to Philadelphia Phillies for cash.
Ronald Torreyes,Houston Astros,Toronto Blue Jays,591720,Houston Astros traded SS Ronald Torreyes to Toronto Blue Jays for cash.
Yoervis Medina,Seattle Mariners,Chicago Cubs,500721,Chicago Cubs traded C Welington Castillo to Seattle Mariners for RHP Yoervis Medina.
Welington Castillo,Chicago Cubs,Seattle Mariners,456078,Chicago Cubs traded C Welington Castillo to Seattle Mariners for RHP Yoervis Medina.
Chris Lee,Houston Astros,Baltimore Orioles,595296,Houston Astros traded LHP Chris Lee to Baltimore Orioles for Other Considerations.
John Cornely,Atlanta Braves,Boston Red Sox,607405,Atlanta Braves traded RHP John Cornely to Boston Red Sox for cash.
Eric Surkamp,Chicago White Sox,Los Angeles Dodgers,474668,Chicago White Sox traded LHP Eric Surkamp to Los Angeles Dodgers for RHP Blake Smith.
Blake Smith,Los Angeles Dodgers,Chicago White Sox,544930,Chicago White Sox traded LHP Eric Surkamp to Los Angeles Dodgers for RHP Blake Smith.
Kirk Nieuwenhuis,New York Mets,Los Angeles Angels,543590,New York Mets traded CF Kirk Nieuwenhuis to Los Angeles Angels for cash.
Carlos Peguero,Texas Rangers,Boston Red Sox,451713,Texas Rangers traded LF Carlos Peguero to Boston Red Sox for cash.
Alberto Callaspo,Atlanta Braves,Los Angeles Dodgers,430948,"Los Angeles Dodgers traded 3B Juan Uribe and RHP Chris Withrow to Atlanta Braves for 3B Alberto Callaspo, LHP Eric Stults, LHP Ian Thomas and RHP Juan Jaime."
Juan Uribe,Los Angeles Dodgers,Atlanta Braves,346874,"Los Angeles Dodgers traded 3B Juan Uribe and RHP Chris Withrow to Atlanta Braves for 3B Alberto Callaspo, LHP Eric Stults, LHP Ian Thomas and RHP Juan Jaime."
Eric Stults,Atlanta Braves,Los Angeles Dodgers,445590,"Los Angeles Dodgers traded 3B Juan Uribe and RHP Chris Withrow to Atlanta Braves for 3B Alberto Callaspo, LHP Eric Stults, LHP Ian Thomas and RHP Juan Jaime."
Chris Withrow,Los Angeles Dodgers,Atlanta Braves,519437,"Los Angeles Dodgers traded 3B Juan Uribe and RHP Chris Withrow to Atlanta Braves for 3B Alberto Callaspo, LHP Eric Stults, LHP Ian Thomas and RHP Juan Jaime."
Juan Jaime,Atlanta Braves,Los Angeles Dodgers,462089,"Los Angeles Dodgers traded 3B Juan Uribe and RHP Chris Withrow to Atlanta Braves for 3B Alberto Callaspo, LHP Eric Stults, LHP Ian Thomas and RHP Juan Jaime."
Ian Thomas,Atlanta Braves,Los Angeles Dodgers,621962,"Los Angeles Dodgers traded 3B Juan Uribe and RHP Chris Withrow to Atlanta Braves for 3B Alberto Callaspo, LHP Eric Stults, LHP Ian Thomas and RHP Juan Jaime."
Alexander Simon,Tampa Bay Rays,Chicago White Sox,606121,Tampa Bay Rays traded 1B Alexander Simon to Chicago White Sox for cash.
P.J. Walters,Los Angeles Dodgers,Washington Nationals,502208,Los Angeles Dodgers traded RHP P.J. Walters to Washington Nationals for cash.
Jack Reinheimer,Seattle Mariners,Arizona Diamondbacks,595373,"Arizona Diamondbacks traded RF Mark Trumbo and LHP Vidal Nuno to Seattle Mariners for C Welington Castillo, RHP Dominic Leone, RF Gabriel Guerrero and SS Jack Reinheimer."
Dominic Leone,Seattle Mariners,Arizona Diamondbacks,608678,"Arizona Diamondbacks traded RF Mark Trumbo and LHP Vidal Nuno to Seattle Mariners for C Welington Castillo, RHP Dominic Leone, RF Gabriel Guerrero and SS Jack Reinheimer."
Welington Castillo,Seattle Mariners,Arizona Diamondbacks,456078,"Arizona Diamondbacks traded RF Mark Trumbo and LHP Vidal Nuno to Seattle Mariners for C Welington Castillo, RHP Dominic Leone, RF Gabriel Guerrero and SS Jack Reinheimer."
Vidal Nuno,Arizona Diamondbacks,Seattle Mariners,573064,"Arizona Diamondbacks traded RF Mark Trumbo and LHP Vidal Nuno to Seattle Mariners for C Welington Castillo, RHP Dominic Leone, RF Gabriel Guerrero and SS Jack Reinheimer."
Alejandro De Aza,Baltimore Orioles,Boston Red Sox,457477,Baltimore Orioles traded LF Alejandro De Aza and cash to Boston Red Sox for RHP Joe Gunkel.
Joe Gunkel,Boston Red Sox,Baltimore Orioles,641646,Baltimore Orioles traded LF Alejandro De Aza and cash to Boston Red Sox for RHP Joe Gunkel.
Gabriel Guerrero,Seattle Mariners,Arizona Diamondbacks,602115,"Arizona Diamondbacks traded RF Mark Trumbo and LHP Vidal Nuno to Seattle Mariners for C Welington Castillo, RHP Dominic Leone, RF Gabriel Guerrero and SS Jack Reinheimer."
Mark Trumbo,Arizona Diamondbacks,Seattle Mariners,444432,"Arizona Diamondbacks traded RF Mark Trumbo and LHP Vidal Nuno to Seattle Mariners for C Welington Castillo, RHP Dominic Leone, RF Gabriel Guerrero and SS Jack Reinheimer."
Martin Medina,Chicago White Sox,Toronto Blue Jays,607358,Chicago White Sox traded C Martin Medina to Toronto Blue Jays for cash.
David Carpenter,New York Yankees,Washington Nationals,502304,New York Yankees traded RHP David Carpenter to Washington Nationals for 2B Tony Renda.
Tony Renda,Washington Nationals,New York Yankees,573113,New York Yankees traded RHP David Carpenter to Washington Nationals for 2B Tony Renda.
Ronald Torreyes,Toronto Blue Jays,Los Angeles Dodgers,591720,Toronto Blue Jays traded SS Ronald Torreyes to Los Angeles Dodgers for cash.
Brad Wieck,New York Mets,San Diego Padres,623364,New York Mets traded LHP Brad Wieck to San Diego Padres.
Trea Turner,San Diego Padres,Washington Nationals,607208,San Diego Padres traded SS Trea Turner to Washington Nationals.
Robert Strader,,Baltimore Orioles,621351,Baltimore Orioles signed LHP Robert Strader.
Phil Gosselin,Atlanta Braves,Arizona Diamondbacks,594838,Arizona Diamondbacks traded RHP Bronson Arroyo and RHP Touki Toussaint to Atlanta Braves for 3B Phil Gosselin.
Touki Toussaint,Arizona Diamondbacks,Atlanta Braves,657053,Arizona Diamondbacks traded RHP Bronson Arroyo and RHP Touki Toussaint to Atlanta Braves for 3B Phil Gosselin.
Bronson Arroyo,Arizona Diamondbacks,Atlanta Braves,276520,Arizona Diamondbacks traded RHP Bronson Arroyo and RHP Touki Toussaint to Atlanta Braves for 3B Phil Gosselin.
Marc Krauss,Los Angeles Angels,Tampa Bay Rays,571868,Los Angeles Angels traded 1B Marc Krauss to Tampa Bay Rays for RHP Kyle Winkler.
Kyle Winkler,Tampa Bay Rays,Los Angeles Angels,543937,Los Angeles Angels traded 1B Marc Krauss to Tampa Bay Rays for RHP Kyle Winkler.
Cody Martin,Atlanta Braves,Oakland Athletics,592533,Atlanta Braves traded RHP Cody Martin to Oakland Athletics for Other Considerations.
Caleb Dirks,Atlanta Braves,Los Angeles Dodgers,656375,Atlanta Braves traded RHP Caleb Dirks and LF Jordan Paroubeck to Los Angeles Dodgers for Other Considerations.
Jordan Paroubeck,Atlanta Braves,Los Angeles Dodgers,641952,Atlanta Braves traded RHP Caleb Dirks and LF Jordan Paroubeck to Los Angeles Dodgers for Other Considerations.
Garrett Fulenchek,Atlanta Braves,Tampa Bay Rays,656440,Atlanta Braves traded RHP Garrett Fulenchek to Tampa Bay Rays for Other Considerations.
Clayton Richard,Pittsburgh Pirates,Chicago Cubs,453385,Pittsburgh Pirates traded LHP Clayton Richard to Chicago Cubs for cash.
Raffy Lopez,Chicago Cubs,Los Angeles Angels,607257,Chicago Cubs traded C Rafael Lopez to Los Angeles Angels for LHP Manuel Rondon and cash.
Manuel Rondon,Los Angeles Angels,Chicago Cubs,642396,Chicago Cubs traded C Rafael Lopez to Los Angeles Angels for LHP Manuel Rondon and cash.
Josh Taylor,Philadelphia Phillies,Arizona Diamondbacks,657031,"Philadelphia Phillies traded Future Considerations, RHP Chris Oliver and LHP Josh Taylor to Arizona Diamondbacks for Future Considerations."
Chris Oliver,Philadelphia Phillies,Arizona Diamondbacks,607217,"Philadelphia Phillies traded Future Considerations, RHP Chris Oliver and LHP Josh Taylor to Arizona Diamondbacks for Future Considerations."
Aaron Kurcz,Atlanta Braves,Oakland Athletics,594891,Atlanta Braves traded RHP Aaron Kurcz to Oakland Athletics for Future Considerations.
Grant Dayton,Miami Marlins,Los Angeles Dodgers,594795,Los Angeles Dodgers traded LHP Chris Reed to Miami Marlins for LHP Grant Dayton.
Chris Reed,Los Angeles Dodgers,Miami Marlins,607068,Los Angeles Dodgers traded LHP Chris Reed to Miami Marlins for LHP Grant Dayton.
Shawn Haviland,Chicago White Sox,Colorado Rockies,543286,Chicago White Sox traded RHP Shawn Haviland to Colorado Rockies for cash.
Jacob Nottingham,Houston Astros,Oakland Athletics,641924,Oakland Athletics traded LHP Scott Kazmir to Houston Astros for RHP Daniel Mengden and C Jacob Nottingham.
Scott Kazmir,Oakland Athletics,Houston Astros,431148,Oakland Athletics traded LHP Scott Kazmir to Houston Astros for RHP Daniel Mengden and C Jacob Nottingham.
Daniel Mengden,Houston Astros,Oakland Athletics,596043,Oakland Athletics traded LHP Scott Kazmir to Houston Astros for RHP Daniel Mengden and C Jacob Nottingham.
Yhonathan Barrios,Pittsburgh Pirates,Milwaukee Brewers,553872,Milwaukee Brewers traded 3B Aramis Ramirez and cash to Pittsburgh Pirates for RHP Yhonathan Barrios.
Aramis Ramirez,Milwaukee Brewers,Pittsburgh Pirates,133380,Milwaukee Brewers traded 3B Aramis Ramirez and cash to Pittsburgh Pirates for RHP Yhonathan Barrios.
Steve Cishek,Miami Marlins,St. Louis Cardinals,518553,Miami Marlins traded RHP Steve Cishek to St. Louis Cardinals for Kyle Barraclough.
Conor Gillaspie,Chicago White Sox,Los Angeles Angels,543216,Chicago White Sox traded 3B Conor Gillaspie to Los Angeles Angels for cash.
Juan Uribe,Atlanta Braves,New York Mets,346874,"New York Mets traded RHP John Gant and RHP Rob Whalen to Atlanta Braves for 3B Juan Uribe, LF Kelly Johnson and cash."
John Gant,New York Mets,Atlanta Braves,607231,"New York Mets traded RHP John Gant and RHP Rob Whalen to Atlanta Braves for 3B Juan Uribe, LF Kelly Johnson and cash."
Rob Whalen,New York Mets,Atlanta Braves,547007,"New York Mets traded RHP John Gant and RHP Rob Whalen to Atlanta Braves for 3B Juan Uribe, LF Kelly Johnson and cash."
Kelly Johnson,Atlanta Braves,New York Mets,430637,"New York Mets traded RHP John Gant and RHP Rob Whalen to Atlanta Braves for 3B Juan Uribe, LF Kelly Johnson and cash."
Kyle Barraclough,St. Louis Cardinals,Miami Marlins,607457,Miami Marlins traded RHP Steve Cishek to St. Louis Cardinals for Kyle Barraclough.
John Lamb,Kansas City Royals,Cincinnati Reds,543424,"Cincinnati Reds traded RHP Johnny Cueto and cash to Kansas City Royals for LHP Brandon Finnegan, LHP Cody Reed and LHP John Lamb."
Johnny Cueto,Cincinnati Reds,Kansas City Royals,456501,"Cincinnati Reds traded RHP Johnny Cueto and cash to Kansas City Royals for LHP Brandon Finnegan, LHP Cody Reed and LHP John Lamb."
Brandon Finnegan,Kansas City Royals,Cincinnati Reds,605232,"Cincinnati Reds traded RHP Johnny Cueto and cash to Kansas City Royals for LHP Brandon Finnegan, LHP Cody Reed and LHP John Lamb."
Cody Reed,Kansas City Royals,Cincinnati Reds,642003,"Cincinnati Reds traded RHP Johnny Cueto and cash to Kansas City Royals for LHP Brandon Finnegan, LHP Cody Reed and LHP John Lamb."
Casey Meisner,New York Mets,Oakland Athletics,641861,Oakland Athletics traded RHP Tyler Clippard and cash to New York Mets for RHP Casey Meisner.
Josh Rutledge,Los Angeles Angels,Boston Red Sox,592710,Boston Red Sox traded LF Shane Victorino and cash to Los Angeles Angels for 2B Josh Rutledge.
