name,from_team,team,player_id,note
Tom Gorzelanny,Chicago Cubs,Washington Nationals,452733,Chicago Cubs Traded LHP Tom Gorzelanny to Washington Nationals; Harrisburg Senators Traded RF Michael Burgess to Tennessee Smokies; Hagerstown Suns Traded LHP Graham Hicks to Peoria Chiefs and Potomac Nationals Traded RHP A.J. Morris to Daytona Cubs.
Juan Rivera,Los Angeles Angels,Toronto Blue Jays,407487,Toronto Blue Jays traded CF Vernon Wells to Los Angeles Angels for C Mike Napoli and LF Juan Rivera.
Vernon Wells,Toronto Blue Jays,Los Angeles Angels,150484,Toronto Blue Jays traded CF Vernon Wells to Los Angeles Angels for C Mike Napoli and LF Juan Rivera.
Mike Napoli,Los Angeles Angels,Toronto Blue Jays,435063,Toronto Blue Jays traded CF Vernon Wells to Los Angeles Angels for C Mike Napoli and LF Juan Rivera.
Armando Galarraga,Detroit Tigers,Arizona Diamondbacks,451482,Detroit Tigers Traded RHP Armando Galarraga to Arizona Diamondbacks; Yakima Bears Traded RHP Kevin Eichhorn to Connecticut Tigers and Visalia Rawhide Traded LHP Ryan Robowski to Lakeland Flying Tigers.
Clayton Mortensen,Oakland Athletics,Colorado Rockies,489150,Oakland Athletics Traded RHP Clayton Mortensen to Colorado Rockies and Modesto Nuts Traded RHP Ethan Hollingsworth to Stockton Ports.
Frank Francisco,Texas Rangers,Toronto Blue Jays,407911,Toronto Blue Jays traded C Mike Napoli to Texas Rangers for cash and RHP Frank Francisco.
Mike Napoli,Toronto Blue Jays,Texas Rangers,435063,Toronto Blue Jays traded C Mike Napoli to Texas Rangers for cash and RHP Frank Francisco.
Justin Maxwell,Washington Nationals,New York Yankees,452239,Washington Nationals Traded CF Justin Maxwell to New York Yankees and Trenton Thunder Traded RHP Adam Olbrychowski to Harrisburg Senators.
Robert Coello,Boston Red Sox,Chicago Cubs,445193,Boston Red Sox Traded RHP Robert Coello to Chicago Cubs and Tennessee Smokies Traded 2B Tony Thomas to Portland Sea Dogs.
Aaron Laffey,Cleveland Indians,Seattle Mariners,444836,Cleveland Indians Traded LHP Aaron Laffey to Seattle Mariners and Jackson Generals Traded 2B Matt Lawson to Akron Aeros.
Chris Dickerson,Milwaukee Brewers,New York Yankees,447736,Milwaukee Brewers traded LF Chris Dickerson to New York Yankees for RHP Sergio Mitre.
Gaby Hernandez,Kansas City Royals,Charlotte Knights,455100,Kansas City Royals traded RHP Gaby Hernandez to Charlotte Knights.
Sergio Mitre,New York Yankees,Milwaukee Brewers,429901,Milwaukee Brewers traded LF Chris Dickerson to New York Yankees for RHP Sergio Mitre.
Joe Inglett,Tampa Bay Rays,Houston Astros,446928,Tampa Bay Rays traded RF Joe Inglett to Houston Astros.
Nyjer Morgan,Washington Nationals,Milwaukee Brewers,460579,Washington Nationals Traded CF Nyjer Morgan to Milwaukee Brewers and Wisconsin Timber Rattlers Traded DH Cutter Dykstra to Potomac Nationals.
Alberto Gonzalez,Washington Nationals,San Diego Padres,471868,San Antonio Missions Traded RHP Erik Davis to Harrisburg Senators; Washington Nationals Traded 2B Alberto Gonzalez to San Diego Padres and San Diego Padres Traded cash to Washington Nationals.
Josh Fields,Pittsburgh Pirates,Colorado Springs Sky Sox,435222,Pittsburgh Pirates traded 3B Josh Fields to Colorado Springs Sky Sox.
Matt Treanor,Texas Rangers,Kansas City Royals,276354,Texas Rangers traded C Matt Treanor to Kansas City Royals.
Jayson Nix,Cleveland Indians,Toronto Blue Jays,434624,Cleveland Indians traded 3B Jayson Nix to Toronto Blue Jays.
David Purcey,Toronto Blue Jays,Oakland Athletics,453515,Toronto Blue Jays Traded LHP David Purcey to Oakland Athletics and Sacramento River Cats Traded RHP Danny Farquhar to Las Vegas 51s.
Chris Malone,Colorado Rockies,Toronto Blue Jays,450692,Colorado Rockies traded RHP Chris Malone to Toronto Blue Jays.
John Hester,Arizona Diamondbacks,Baltimore Orioles,452105,Arizona Diamondbacks traded John Hester to Baltimore Orioles.
Bubba Bell,Cleveland Indians,New York Mets,488694,Cleveland Indians traded RF Bubba Bell to New York Mets.
Adam Calderone,Toronto Blue Jays,Detroit Tigers,493553,Toronto Blue Jays traded OF Adam Calderone to Detroit Tigers.
Franklin Morales,Colorado Rockies,Boston Red Sox,462985,Colorado Rockies traded LHP Franklin Morales to Boston Red Sox.
Ryan Buchter,Chicago Cubs,Atlanta Braves,488748,Chicago Cubs traded LHP Ryan Buchter to Atlanta Braves for RHP Rodrigo Lopez.
Rodrigo Lopez,Atlanta Braves,Chicago Cubs,150438,Chicago Cubs traded LHP Ryan Buchter to Atlanta Braves for RHP Rodrigo Lopez.
David Purcey,Oakland Athletics,Detroit Tigers,453515,Detroit Tigers traded 2B Scott Sizemore to Oakland Athletics for LHP David Purcey.
Scott Sizemore,Detroit Tigers,Oakland Athletics,502003,Detroit Tigers traded 2B Scott Sizemore to Oakland Athletics for LHP David Purcey.
Felipe Paulino,Colorado Rockies,Kansas City Royals,462956,Colorado Rockies traded RHP Felipe Paulino to Kansas City Royals.
Lucas May,Kansas City Royals,Arizona Diamondbacks,461315,Kansas City Royals traded C Lucas May to Arizona Diamondbacks.
Michael McKenry,Boston Red Sox,Pittsburgh Pirates,502374,Boston Red Sox traded C Michael McKenry to Pittsburgh Pirates.
Sergio Mitre,Milwaukee Brewers,New York Yankees,429901,Milwaukee Brewers traded RHP Sergio Mitre to New York Yankees.
Mickey Storey,Oakland Athletics,Houston Astros,493547,Oakland Athletics traded RHP Mickey Storey to Houston Astros.
Mark Ellis,Oakland Athletics,Colorado Rockies,407885,Oakland Athletics traded 2B Mark Ellis to Colorado Rockies for RHP Bruce Billings.
Bruce Billings,Colorado Rockies,Oakland Athletics,501852,Oakland Athletics traded 2B Mark Ellis to Colorado Rockies for RHP Bruce Billings.
Mike Cameron,Boston Red Sox,Florida Marlins,111904,Boston Red Sox traded cash and CF Mike Cameron to Florida Marlins for Player To Be Named Later.
Juan Rivera,Toronto Blue Jays,Los Angeles Dodgers,407487,Toronto Blue Jays traded LF Juan Rivera to Los Angeles Dodgers.
Francisco Rodriguez,New York Mets,Milwaukee Brewers,408061,New York Mets traded RHP Francisco Rodriguez to Milwaukee Brewers.
Jeff Keppinger,Houston Astros,San Francisco Giants,433898,Houston Astros Traded 2B Jeff Keppinger to San Francisco Giants and Richmond Flying Squirrels Traded RHP Henry Sosa and RHP Jason Stoffel to Corpus Christi Hooks.
Zach Phillips,Texas Rangers,Baltimore Orioles,452061,Texas Rangers Traded LHP Zach Phillips to Baltimore Orioles and Norfolk Tides Traded SS Nick Green to Round Rock Express.
Wilson Betemit,Kansas City Royals,Detroit Tigers,400140,West Michigan Whitecaps Traded LHP Antonio Cruz to Kane County Cougars; Lakeland Flying Tigers Traded C Julio Rodriguez to Wilmington Blue Rocks and Kansas City Royals Traded 3B Wilson Betemit to Detroit Tigers.
Jonny Gomes,Cincinnati Reds,Washington Nationals,430404,Cincinnati Reds Traded LF Jonny Gomes to Washington Nationals; Hagerstown Suns Traded LHP Chris Manno to Dayton Dragons and Harrisburg Senators Traded OF Bill Rhinehart to Carolina Mudcats.
P.J. Walters,St. Louis Cardinals,Toronto Blue Jays,502208,"St. Louis Cardinals traded CF Colby Rasmus, LHP Trever Miller, LHP Brian Tallet and RHP P.J. Walters to Toronto Blue Jays for RHP Edwin Jackson, Octavio Dotel, Marc Rzepczynski and Corey Patterson."
Edwin Jackson,Toronto Blue Jays,St. Louis Cardinals,429719,"St. Louis Cardinals traded CF Colby Rasmus, LHP Trever Miller, LHP Brian Tallet and RHP P.J. Walters to Toronto Blue Jays for RHP Edwin Jackson, Octavio Dotel, Marc Rzepczynski and Corey Patterson."
Octavio Dotel,Toronto Blue Jays,St. Louis Cardinals,136734,"St. Louis Cardinals traded CF Colby Rasmus, LHP Trever Miller, LHP Brian Tallet and RHP P.J. Walters to Toronto Blue Jays for RHP Edwin Jackson, Octavio Dotel, Marc Rzepczynski and Corey Patterson."
Marc Rzepczynski,Toronto Blue Jays,St. Louis Cardinals,519240,"St. Louis Cardinals traded CF Colby Rasmus, LHP Trever Miller, LHP Brian Tallet and RHP P.J. Walters to Toronto Blue Jays for RHP Edwin Jackson, Octavio Dotel, Marc Rzepczynski and Corey Patterson."
Corey Patterson,Toronto Blue Jays,St. Louis Cardinals,279913,"St. Louis Cardinals traded CF Colby Rasmus, LHP Trever Miller, LHP Brian Tallet and RHP P.J. Walters to Toronto Blue Jays for RHP Edwin Jackson, Octavio Dotel, Marc Rzepczynski and Corey Patterson."
Mark Teahen,Chicago White Sox,Toronto Blue Jays,433597,Toronto Blue Jays traded RHP Jason Frasor and RHP Zach Stewart to Chicago White Sox for RHP Edwin Jackson and 3B Mark Teahen.
Edwin Jackson,Chicago White Sox,Toronto Blue Jays,429719,Toronto Blue Jays traded RHP Jason Frasor and RHP Zach Stewart to Chicago White Sox for RHP Edwin Jackson and 3B Mark Teahen.
Wil Nieves,Milwaukee Brewers,Atlanta Braves,408242,Milwaukee Brewers traded C Wil Nieves to Atlanta Braves.
Jason Frasor,Toronto Blue Jays,Chicago White Sox,430630,Toronto Blue Jays traded RHP Jason Frasor and RHP Zach Stewart to Chicago White Sox for RHP Edwin Jackson and 3B Mark Teahen.
Zach Stewart,Toronto Blue Jays,Chicago White Sox,543819,Toronto Blue Jays traded RHP Jason Frasor and RHP Zach Stewart to Chicago White Sox for RHP Edwin Jackson and 3B Mark Teahen.
Michael Restovich,Chicago White Sox,Arizona Diamondbacks,282879,Chicago White Sox traded Michael Restovich to Arizona Diamondbacks.
Trever Miller,St. Louis Cardinals,Toronto Blue Jays,119125,"St. Louis Cardinals traded CF Colby Rasmus, LHP Trever Miller, LHP Brian Tallet and RHP P.J. Walters to Toronto Blue Jays for RHP Edwin Jackson, Octavio Dotel, Marc Rzepczynski and Corey Patterson."
Brian Tallet,St. Louis Cardinals,Toronto Blue Jays,425226,"St. Louis Cardinals traded CF Colby Rasmus, LHP Trever Miller, LHP Brian Tallet and RHP P.J. Walters to Toronto Blue Jays for RHP Edwin Jackson, Octavio Dotel, Marc Rzepczynski and Corey Patterson."
Colby Rasmus,St. Louis Cardinals,Toronto Blue Jays,458675,"St. Louis Cardinals traded CF Colby Rasmus, LHP Trever Miller, LHP Brian Tallet and RHP P.J. Walters to Toronto Blue Jays for RHP Edwin Jackson, Octavio Dotel, Marc Rzepczynski and Corey Patterson."
Carlos Beltran,New York Mets,San Francisco Giants,136860,New York Mets Traded RF Carlos Beltran to San Francisco Giants and San Jose Giants Traded RHP Zack Wheeler to St. Lucie Mets.
Kosuke Fukudome,Chicago Cubs,Cleveland Indians,493120,Chicago Cubs Traded RF Kosuke Fukudome to Cleveland Indians; Kinston Indians Traded RF Abner Abreu to Daytona Cubs and Columbus Clippers Traded RHP Carlton Smith to Iowa Cubs.
David Pauley,Seattle Mariners,Detroit Tigers,456102,"Seattle Mariners Traded RHP David Pauley and RHP Doug Fister to Detroit Tigers; Detroit Tigers Traded Player To Be Named Later, RF Casper Wells and LHP Charlie Furbush to Seattle Mariners and Erie SeaWolves Traded 3B Francisco Martinez to Jackson Generals."
Charlie Furbush,Detroit Tigers,Seattle Mariners,518703,"Seattle Mariners Traded RHP David Pauley and RHP Doug Fister to Detroit Tigers; Detroit Tigers Traded Player To Be Named Later, RF Casper Wells and LHP Charlie Furbush to Seattle Mariners and Erie SeaWolves Traded 3B Francisco Martinez to Jackson Generals."
Casper Wells,Detroit Tigers,Seattle Mariners,489413,"Seattle Mariners Traded RHP David Pauley and RHP Doug Fister to Detroit Tigers; Detroit Tigers Traded Player To Be Named Later, RF Casper Wells and LHP Charlie Furbush to Seattle Mariners and Erie SeaWolves Traded 3B Francisco Martinez to Jackson Generals."
Jason Marquis,Washington Nationals,Arizona Diamondbacks,150302,South Bend Silver Hawks Traded SS Zach Walters to Potomac Nationals and Washington Nationals Traded RHP Jason Marquis to Arizona Diamondbacks.
Hunter Pence,Houston Astros,Philadelphia Phillies,452254,Houston Astros Traded RF Hunter Pence to Philadelphia Phillies; Clearwater Threshers Traded 1B Jonathan Singleton and RHP Jarred Cosart to Lancaster JetHawks and Reading Phillies Traded RHP Josh Zeid to Corpus Christi Hooks.
Mike Aviles,Kansas City Royals,Boston Red Sox,449107,Salem Red Sox Traded RHP Kendal Volz to Wilmington Blue Rocks; Boston Red Sox Traded 3B Yamaico Navarro to Kansas City Royals and Kansas City Royals Traded SS Mike Aviles to Boston Red Sox.
Jerry Hairston,Washington Nationals,Milwaukee Brewers,150020,Huntsville Stars Traded RF Erik Komatsu to Harrisburg Senators and Washington Nationals Traded SS Jerry Hairston to Milwaukee Brewers.
Yamaico Navarro,Boston Red Sox,Kansas City Royals,501605,Salem Red Sox Traded RHP Kendal Volz to Wilmington Blue Rocks; Boston Red Sox Traded 3B Yamaico Navarro to Kansas City Royals and Kansas City Royals Traded SS Mike Aviles to Boston Red Sox.
Doug Fister,Seattle Mariners,Detroit Tigers,450729,"Seattle Mariners Traded RHP David Pauley and RHP Doug Fister to Detroit Tigers; Detroit Tigers Traded Player To Be Named Later, RF Casper Wells and LHP Charlie Furbush to Seattle Mariners and Erie SeaWolves Traded 3B Francisco Martinez to Jackson Generals."
Ryan Ludwick,San Diego Padres,Pittsburgh Pirates,407886,San Diego Padres traded LF Ryan Ludwick to Pittsburgh Pirates.
Jordan Norberto,Arizona Diamondbacks,Oakland Athletics,467099,Oakland Athletics traded RHP Brad Ziegler to Arizona Diamondbacks for 1B Brandon Allen and Jordan Norberto.
Ubaldo Jimenez,Colorado Rockies,Cleveland Indians,434622,Colorado Rockies Traded RHP Ubaldo Jimenez to Cleveland Indians; Cleveland Indians Traded RHP Alex White to Colorado Rockies and Akron Aeros Traded RHP Joe Gardner and RF Matt McBride to Tulsa Drillers.
Alex White,Cleveland Indians,Colorado Rockies,502229,Colorado Rockies Traded RHP Ubaldo Jimenez to Cleveland Indians; Cleveland Indians Traded RHP Alex White to Colorado Rockies and Akron Aeros Traded RHP Joe Gardner and RF Matt McBride to Tulsa Drillers.
Trayvon Robinson,Los Angeles Dodgers,Boston Red Sox,477054,Los Angeles Dodgers Traded Trayvon Robinson to Boston Red Sox; Portland Sea Dogs Traded C Tim Federowicz and RHP Stephen Fife to Chattanooga Lookouts and Greenville Drive Traded RHP Juan Rodriguez to Great Lakes Loons.
Erik Bedard,Seattle Mariners,Boston Red Sox,407853,Seattle Mariners Traded LHP Erik Bedard to Boston Red Sox; Tacoma Rainiers Traded RHP Josh Fields to Pawtucket Red Sox; Boston Red Sox Traded CF Trayvon Robinson to Seattle Mariners and Portland Sea Dogs Traded OF Chih-Hsien Chiang to Jackson Generals.
Trayvon Robinson,Boston Red Sox,Seattle Mariners,477054,Seattle Mariners Traded LHP Erik Bedard to Boston Red Sox; Tacoma Rainiers Traded RHP Josh Fields to Pawtucket Red Sox; Boston Red Sox Traded CF Trayvon Robinson to Seattle Mariners and Portland Sea Dogs Traded OF Chih-Hsien Chiang to Jackson Generals.
Brandon Allen,Arizona Diamondbacks,Oakland Athletics,450315,Oakland Athletics traded RHP Brad Ziegler to Arizona Diamondbacks for 1B Brandon Allen and Jordan Norberto.
Rafael Furcal,Los Angeles Dodgers,St. Louis Cardinals,279577,Springfield Cardinals Traded RF Alex Castellanos to Chattanooga Lookouts and Los Angeles Dodgers Traded cash and SS Rafael Furcal to St. Louis Cardinals.
Brad Ziegler,Oakland Athletics,Arizona Diamondbacks,446899,Oakland Athletics traded RHP Brad Ziegler to Arizona Diamondbacks for 1B Brandon Allen and Jordan Norberto.
Tommy Hunter,Texas Rangers,Baltimore Orioles,488984,Baltimore Orioles traded RHP Koji Uehara to Texas Rangers for 1B Chris Davis and RHP Tommy Hunter.
Koji Uehara,Baltimore Orioles,Texas Rangers,493157,Baltimore Orioles traded RHP Koji Uehara to Texas Rangers for 1B Chris Davis and RHP Tommy Hunter.
Chris Davis,Texas Rangers,Baltimore Orioles,448801,Baltimore Orioles traded RHP Koji Uehara to Texas Rangers for 1B Chris Davis and RHP Tommy Hunter.
Orlando Cabrera,Cleveland Indians,San Francisco Giants,111851,Cleveland Indians traded 2B Orlando Cabrera to San Francisco Giants for LF Thomas Neal.
Thomas Neal,San Francisco Giants,Cleveland Indians,489166,Cleveland Indians traded 2B Orlando Cabrera to San Francisco Giants for LF Thomas Neal.
Derrek Lee,Baltimore Orioles,Pittsburgh Pirates,117601,Baltimore Orioles Traded 1B Derrek Lee to Pittsburgh Pirates and Bradenton Marauders Traded 1B Aaron Baker to Frederick Keys.
Mike Adams,San Diego Padres,Texas Rangers,430606,San Diego Padres Traded RHP Mike Adams to Texas Rangers and Frisco RoughRiders Traded LHP Robbie Erlin and RHP Joe Wieland to San Antonio Missions.
Michael Bourn,Houston Astros,Atlanta Braves,456422,Houston Astros Traded CF Michael Bourn to Atlanta Braves; Atlanta Braves Traded CF Jordan Schafer and RHP Juan Abreu to Houston Astros and Mississippi Braves Traded RHP Paul Clemens and LHP Brett Oberholtzer to Corpus Christi Hooks.
Jordan Schafer,Atlanta Braves,Houston Astros,457788,Houston Astros Traded CF Michael Bourn to Atlanta Braves; Atlanta Braves Traded CF Jordan Schafer and RHP Juan Abreu to Houston Astros and Mississippi Braves Traded RHP Paul Clemens and LHP Brett Oberholtzer to Corpus Christi Hooks.
Juan Abreu,Atlanta Braves,Houston Astros,444874,Houston Astros Traded CF Michael Bourn to Atlanta Braves; Atlanta Braves Traded CF Jordan Schafer and RHP Juan Abreu to Houston Astros and Mississippi Braves Traded RHP Paul Clemens and LHP Brett Oberholtzer to Corpus Christi Hooks.
Delmon Young,Minnesota Twins,Detroit Tigers,430321,Minnesota Twins Traded LF Delmon Young to Detroit Tigers; Detroit Tigers Traded Player To Be Named Later to Minnesota Twins and Lakeland Flying Tigers Traded LHP Cole Nelson to Fort Myers Miracle.
Lester Oliveros,Detroit Tigers,Minnesota Twins,500902,Detroit Tigers traded RHP Lester Oliveros to Minnesota Twins.
Chance Ruffin,Detroit Tigers,Seattle Mariners,592704,Detroit Tigers traded RHP Chance Ruffin to Seattle Mariners.
Tim Wood,Pittsburgh Pirates,Texas Rangers,445971,Pittsburgh Pirates traded RHP Tim Wood to Texas Rangers.
Kelly Johnson,Arizona Diamondbacks,Toronto Blue Jays,430637,Toronto Blue Jays traded 2B Aaron Hill and SS John McDonald to Arizona Diamondbacks for 2B Kelly Johnson.
Aaron Hill,Toronto Blue Jays,Arizona Diamondbacks,431094,Toronto Blue Jays traded 2B Aaron Hill and SS John McDonald to Arizona Diamondbacks for 2B Kelly Johnson.
John McDonald,Toronto Blue Jays,Arizona Diamondbacks,150348,Toronto Blue Jays traded 2B Aaron Hill and SS John McDonald to Arizona Diamondbacks for 2B Kelly Johnson.
Jim Thome,Minnesota Twins,Cleveland Indians,123272,Minnesota Twins traded Jim Thome to Cleveland Indians.
Michael Gonzalez,Baltimore Orioles,Texas Rangers,283166,Baltimore Orioles traded LHP Michael Gonzalez to Texas Rangers for Player To Be Named Later.
Matt Diaz,Pittsburgh Pirates,Atlanta Braves,429841,Pittsburgh Pirates traded cash and LF Matt Diaz to Atlanta Braves for Player To Be Named Later.
Jack Wilson,Seattle Mariners,Atlanta Braves,333292,Seattle Mariners traded 2B Jack Wilson to Atlanta Braves.
Matt Treanor,Kansas City Royals,Texas Rangers,276354,Kansas City Royals traded C Matt Treanor to Texas Rangers.
Conor Jackson,Oakland Athletics,Boston Red Sox,433582,Boston Red Sox traded RHP Jason Rice to Oakland Athletics for LF Conor Jackson.
Jason Rice,Boston Red Sox,Oakland Athletics,489244,Boston Red Sox traded RHP Jason Rice to Oakland Athletics for LF Conor Jackson.
Daniel Herrera,Milwaukee Brewers,New York Mets,502609,Milwaukee Brewers Traded LHP Daniel Herrera to New York Mets and Wisconsin Timber Rattlers Traded RHP Adrian Rosario to St. Lucie Mets.
Mike Zagurski,Philadelphia Phillies,Arizona Diamondbacks,489448,Philadelphia Phillies traded LHP Mike Zagurski to Arizona Diamondbacks.
Kila Ka'aihue,Kansas City Royals,Oakland Athletics,451500,Sacramento River Cats Traded RHP Ethan Hollingsworth to Omaha Storm Chasers and Kansas City Royals Traded 1B Kila Ka'aihue to Oakland Athletics.
Ozzie Martinez,Florida Marlins,Chicago White Sox,501954,Florida Marlins Traded RHP Jhan Marinez and SS Osvaldo Martinez to Chicago White Sox and Bristol White Sox Traded RHP Ricardo Andres to Greensboro Grasshoppers.
Jhan Marinez,Florida Marlins,Chicago White Sox,501697,Florida Marlins Traded RHP Jhan Marinez and SS Osvaldo Martinez to Chicago White Sox and Bristol White Sox Traded RHP Ricardo Andres to Greensboro Grasshoppers.
Derek Lowe,Atlanta Braves,Cleveland Indians,117955,Atlanta Braves Traded RHP Derek Lowe to Cleveland Indians and Kinston Indians Traded LHP Chris Jones to Lynchburg Hillcats.
Trystan Magnuson,Oakland Athletics,Toronto Blue Jays,518972,Oakland Athletics traded RHP Trystan Magnuson to Toronto Blue Jays.
Jonathan Sanchez,San Francisco Giants,Kansas City Royals,456043,Kansas City Royals Traded LF Melky Cabrera to San Francisco Giants; San Francisco Giants Traded LHP Jonathan Sanchez to Kansas City Royals and Richmond Flying Squirrels Traded LHP Ryan Verdugo to Northwest Arkansas Naturals.
Melky Cabrera,Kansas City Royals,San Francisco Giants,466320,Kansas City Royals Traded LF Melky Cabrera to San Francisco Giants; San Francisco Giants Traded LHP Jonathan Sanchez to Kansas City Royals and Richmond Flying Squirrels Traded LHP Ryan Verdugo to Northwest Arkansas Naturals.
Ty Wigginton,Colorado Rockies,Philadelphia Phillies,421064,Colorado Rockies traded 1B Ty Wigginton to Philadelphia Phillies.
Wade LeBlanc,San Diego Padres,Miami Marlins,453281,Miami Marlins traded C John Baker to San Diego Padres for LHP Wade LeBlanc.
John Baker,Florida Marlins,San Diego Padres,434633,Miami Marlins traded C John Baker to San Diego Padres for LHP Wade LeBlanc.
Luis Valbuena,Cleveland Indians,Toronto Blue Jays,472528,Cleveland Indians traded 2B Luis Valbuena to Toronto Blue Jays for cash.
Josh Lueke,Seattle Mariners,Tampa Bay Rays,518961,Tampa Bay Rays traded C John Jaso to Seattle Mariners for RHP Josh Lueke.
John Jaso,Tampa Bay Rays,Seattle Mariners,444379,Tampa Bay Rays traded C John Jaso to Seattle Mariners for RHP Josh Lueke.
Tyler Chatwood,Los Angeles Angels,Colorado Rockies,543022,Colorado Rockies traded C Chris Iannetta to Los Angeles Angels for RHP Tyler Chatwood.
Chris Iannetta,Colorado Rockies,Los Angeles Angels,455104,Colorado Rockies traded C Chris Iannetta to Los Angeles Angels for RHP Tyler Chatwood.
Taylor Teagarden,Texas Rangers,Baltimore Orioles,460003,Texas Rangers Traded C Taylor Teagarden to Baltimore Orioles and Delmarva Shorebirds Traded RHP Randy Henry to Myrtle Beach Pelicans.
Brad Mills,Toronto Blue Jays,Los Angeles Angels,502166,Toronto Blue Jays traded LHP Brad Mills to Los Angeles Angels for C Jeff Mathis.
Jeff Mathis,Los Angeles Angels,Toronto Blue Jays,425772,Toronto Blue Jays traded LHP Brad Mills to Los Angeles Angels for C Jeff Mathis.
Sergio Santos,Chicago White Sox,Toronto Blue Jays,435045,Toronto Blue Jays traded RHP Nestor Molina to Chicago White Sox for RHP Sergio Santos.
Nestor Molina,Toronto Blue Jays,Chicago White Sox,500882,Toronto Blue Jays traded RHP Nestor Molina to Chicago White Sox for RHP Sergio Santos.
Kevin Slowey,Minnesota Twins,Colorado Rockies,458713,Minnesota Twins traded RHP Kevin Slowey to Colorado Rockies.
Huston Street,Colorado Rockies,San Diego Padres,434718,Colorado Rockies traded RHP Huston Street to San Diego Padres.
Ramon Ramirez,San Francisco Giants,New York Mets,430673,San Francisco Giants traded RHP Ramon Ramirez and CF Andres Torres to New York Mets for CF Angel Pagan.
Andres Torres,San Francisco Giants,New York Mets,400083,San Francisco Giants traded RHP Ramon Ramirez and CF Andres Torres to New York Mets for CF Angel Pagan.
Angel Pagan,New York Mets,San Francisco Giants,434636,San Francisco Giants traded RHP Ramon Ramirez and CF Andres Torres to New York Mets for CF Angel Pagan.
Casey Weathers,Colorado Rockies,Chicago Cubs,502255,Chicago Cubs traded 2B DJ LeMahieu and RF Tyler Colvin to Colorado Rockies for RHP Casey Weathers and 3B Ian Stewart.
Yamaico Navarro,Kansas City Royals,Pittsburgh Pirates,501605,Kansas City Royals traded 3B Yamaico Navarro to Pittsburgh Pirates for RHP Brooks Pounders and 3B Diego Goris.
Diego Goris,Pittsburgh Pirates,Kansas City Royals,542357,Kansas City Royals traded 3B Yamaico Navarro to Pittsburgh Pirates for RHP Brooks Pounders and 3B Diego Goris.
