name,from_team,team,player_id,note
Spencer Arroyo,Chicago White Sox,Arizona Diamondbacks,542890,Chicago White Sox traded LHP Spencer Arroyo to Arizona Diamondbacks for cash.
Trevor Gretzky,Chicago Cubs,Los Angeles Angels,607206,Los Angeles Angels traded 1B Matt Scioscia to Chicago Cubs for LF Trevor Gretzky. Minor league deal
Matt Scioscia,Los Angeles Angels,Chicago Cubs,519264,Los Angeles Angels traded 1B Matt Scioscia to Chicago Cubs for LF Trevor Gretzky. Minor league deal
Jose Alvarez,Detroit Tigers,Los Angeles Angels,501625,Detroit Tigers traded LHP Jose Alvarez to Los Angeles Angels for 3B Andrew Romine.
Andrew Romine,Los Angeles Angels,Detroit Tigers,461865,Detroit Tigers traded LHP Jose Alvarez to Los Angeles Angels for 3B Andrew Romine.
Steve Lombardozzi,Detroit Tigers,Baltimore Orioles,543459,Detroit Tigers traded 2B Steve Lombardozzi to Baltimore Orioles for SS Alex Gonzalez.
Alex Gonzalez,Baltimore Orioles,Detroit Tigers,136460,Detroit Tigers traded 2B Steve Lombardozzi to Baltimore Orioles for SS Alex Gonzalez.
Vance Worley,Minnesota Twins,Pittsburgh Pirates,474699,Minnesota Twins traded RHP Vance Worley to Pittsburgh Pirates for cash.
Adam Moore,Kansas City Royals,San Diego Padres,446192,Kansas City Royals traded C Adam Moore to San Diego Padres for Player To Be Named Later.
Keon Broxton,Arizona Diamondbacks,Pittsburgh Pirates,542979,Arizona Diamondbacks traded CF Keon Broxton to Pittsburgh Pirates for cash.
Jayson Nix,Tampa Bay Rays,Philadelphia Phillies,434624,Tampa Bay Rays traded SS Jayson Nix to Philadelphia Phillies for cash.
Omar Poveda,Chicago White Sox,Washington Nationals,452326,Chicago White Sox traded RHP Omar Poveda to Washington Nationals for cash.
Duke von Schamann,Los Angeles Dodgers,Cleveland Indians,621217,Cleveland Indians traded LHP Colt Hynes to Los Angeles Dodgers for RHP Duke von Schamann.
Colt Hynes,Cleveland Indians,Los Angeles Dodgers,518833,Cleveland Indians traded LHP Colt Hynes to Los Angeles Dodgers for RHP Duke von Schamann.
Miguel Sulbaran,Minnesota Twins,New York Yankees,606246,Minnesota Twins traded LHP Miguel Sulbaran to New York Yankees for SS Eduardo Nunez.
Preston Guilmet,Cleveland Indians,Baltimore Orioles,543258,Cleveland Indians traded RHP Preston Guilmet to Baltimore Orioles for 2B Torsten Boss.
Torsten Boss,Baltimore Orioles,Cleveland Indians,608632,Cleveland Indians traded RHP Preston Guilmet to Baltimore Orioles for 2B Torsten Boss.
Eduardo Nunez,New York Yankees,Minnesota Twins,456488,Minnesota Twins traded LHP Miguel Sulbaran to New York Yankees for SS Eduardo Nunez.
Gorkys Hernandez,Kansas City Royals,Chicago White Sox,491676,Kansas City Royals traded CF Gorkys Hernandez to Chicago White Sox for cash.
Hector Noesi,Seattle Mariners,Texas Rangers,456051,Seattle Mariners traded RHP Hector Noesi to Texas Rangers for Player To Be Named Later.
Blake Forsythe,New York Mets,Oakland Athletics,574836,New York Mets traded C Blake Forsythe to Oakland Athletics for Future Considerations.
Ike Davis,New York Mets,Pittsburgh Pirates,477195,New York Mets traded 1B Ike Davis to Pittsburgh Pirates for Player To Be Named Later and RHP Zack Thornton.
Zach Thornton,Pittsburgh Pirates,New York Mets,543856,New York Mets traded 1B Ike Davis to Pittsburgh Pirates for Player To Be Named Later and RHP Zack Thornton.
Tyler Greene,Atlanta Braves,San Diego Padres,460022,Atlanta Braves traded SS Tyler Greene to San Diego Padres.
Daniel Robertson,San Diego Padres,Texas Rangers,543706,San Diego Padres traded RF Daniel Robertson to Texas Rangers for cash.
Lucas Harrell,Houston Astros,Arizona Diamondbacks,449173,Houston Astros traded RHP Lucas Harrell to Arizona Diamondbacks for Player To Be Named Later.
Kyle Blanks,San Diego Padres,Oakland Athletics,452035,San Diego Padres traded 1B Kyle Blanks to Oakland Athletics for LF Jake Goebbert and Player To Be Named Later.
Jake Goebbert,Oakland Athletics,San Diego Padres,572876,San Diego Padres traded 1B Kyle Blanks to Oakland Athletics for LF Jake Goebbert and Player To Be Named Later.
Raul Valdes,Houston Astros,Toronto Blue Jays,447744,Houston Astros traded LHP Raul Valdes to Toronto Blue Jays for Player To Be Named Later.
Nick Hundley,San Diego Padres,Baltimore Orioles,460026,Baltimore Orioles traded LHP Troy Patton to San Diego Padres for C Nick Hundley.
Troy Patton,Baltimore Orioles,San Diego Padres,461856,Baltimore Orioles traded LHP Troy Patton to San Diego Padres for C Nick Hundley.
Melky Mesa,Kansas City Royals,Toronto Blue Jays,444859,Kansas City Royals traded CF Melky Mesa and RHP P.J. Walters to Toronto Blue Jays for cash.
P.J. Walters,Kansas City Royals,Toronto Blue Jays,502208,Kansas City Royals traded CF Melky Mesa and RHP P.J. Walters to Toronto Blue Jays for cash.
Johnny Monell,Baltimore Orioles,Los Angeles Dodgers,476192,Baltimore Orioles traded C Johnny Monell to Los Angeles Dodgers for cash.
Bryan Morris,Pittsburgh Pirates,Miami Marlins,457768,Pittsburgh Pirates traded RHP Bryan Morris to Miami Marlins for .
Justin Marks,Kansas City Royals,Oakland Athletics,476123,Kansas City Royals traded LHP Justin Marks to Oakland Athletics for cash.
David Huff,San Francisco Giants,New York Yankees,453307,San Francisco Giants traded LHP David Huff to New York Yankees for cash.
Manny Pina,Seattle Mariners,Detroit Tigers,444489,Seattle Mariners traded C Manny Pina to Detroit Tigers for Player To Be Named Later.
Will Dupont,Toronto Blue Jays,Houston Astros,623237,Houston Astros traded OF Adron Chambers to Toronto Blue Jays for LHP Alejandro Solarte and 2B Will Dupont.
Alejandro Solarte,Toronto Blue Jays,Houston Astros,622784,Houston Astros traded OF Adron Chambers to Toronto Blue Jays for LHP Alejandro Solarte and 2B Will Dupont.
Matt Tuiasosopo,Toronto Blue Jays,Chicago White Sox,449168,Toronto Blue Jays traded LF Matt Tuiasosopo to Chicago White Sox for cash.
Adron Chambers,Houston Astros,Toronto Blue Jays,518545,Houston Astros traded OF Adron Chambers to Toronto Blue Jays for LHP Alejandro Solarte and 2B Will Dupont.
Jake Fox,Vaqueros de la Laguna,Philadelphia Phillies,444844,Vaqueros de la Laguna traded OF Jake Fox to Philadelphia Phillies.
Michael Taylor,Oakland Athletics,Chicago White Sox,446345,Oakland Athletics traded RF Michael Taylor to Chicago White Sox for RHP Jake Sanchez.
Jake Sanchez,Chicago White Sox,Oakland Athletics,644425,Oakland Athletics traded RF Michael Taylor to Chicago White Sox for RHP Jake Sanchez.
Blake Taylor,Pittsburgh Pirates,New York Mets,642130,Pittsburgh Pirates traded LHP Blake Taylor to New York Mets.
Brad Mills,Milwaukee Brewers,Oakland Athletics,502166,Milwaukee Brewers traded LHP Brad Mills to Oakland Athletics for cash.
Cory Aldridge,Sultanes de Monterrey,Toronto Blue Jays,400139,Sultanes de Monterrey traded OF Cory Aldridge to Toronto Blue Jays.
Cody Fassold,Kansas City Royals,Atlanta Braves,607897,Kansas City Royals traded RHP Cody Fassold to Atlanta Braves for cash.
Jason Grilli,Pittsburgh Pirates,Los Angeles Angels,276351,Los Angeles Angels traded RHP Ernesto Frieri to Pittsburgh Pirates for RHP Jason Grilli.
Ernesto Frieri,Los Angeles Angels,Pittsburgh Pirates,457117,Los Angeles Angels traded RHP Ernesto Frieri to Pittsburgh Pirates for RHP Jason Grilli.
Donnie Joseph,Kansas City Royals,Miami Marlins,548348,Kansas City Royals traded LHP Donnie Joseph to Miami Marlins for cash.
Rich Hill,Boston Red Sox,Los Angeles Angels,448179,Boston Red Sox traded LHP Rich Hill to Los Angeles Angels for cash.
Brock Peterson,Washington Nationals,Los Angeles Dodgers,453857,Washington Nationals traded 1B Brock Peterson to Los Angeles Dodgers for cash.
Harold Riggins,Colorado Rockies,Cincinnati Reds,543694,Cincinnati Reds traded RHP Jair Jurrjens to Colorado Rockies for 1B Harold Riggins.
Jair Jurrjens,Cincinnati Reds,Colorado Rockies,457453,Cincinnati Reds traded RHP Jair Jurrjens to Colorado Rockies for 1B Harold Riggins.
Joe Thatcher,Arizona Diamondbacks,Los Angeles Angels,491159,Los Angeles Angels traded RHP Joey Krehbiel and OF Zach Borenstein to Arizona Diamondbacks for LHP Joe Thatcher and CF Tony Campana.
Tony Campana,Arizona Diamondbacks,Los Angeles Angels,542999,Los Angeles Angels traded RHP Joey Krehbiel and OF Zach Borenstein to Arizona Diamondbacks for LHP Joe Thatcher and CF Tony Campana.
Joey Krehbiel,Los Angeles Angels,Arizona Diamondbacks,607216,Los Angeles Angels traded RHP Joey Krehbiel and OF Zach Borenstein to Arizona Diamondbacks for LHP Joe Thatcher and CF Tony Campana.
Zach Borenstein,Los Angeles Angels,Arizona Diamondbacks,605148,Los Angeles Angels traded RHP Joey Krehbiel and OF Zach Borenstein to Arizona Diamondbacks for LHP Joe Thatcher and CF Tony Campana.
Billy McKinney,Oakland Athletics,Chicago Cubs,641856,"Chicago Cubs traded RHP Jason Hammel and RHP Jeff Samardzija to Oakland Athletics for SS Addison Russell, CF Billy McKinney, RHP Dan Straily and cash."
Addison Russell,Oakland Athletics,Chicago Cubs,608365,"Chicago Cubs traded RHP Jason Hammel and RHP Jeff Samardzija to Oakland Athletics for SS Addison Russell, CF Billy McKinney, RHP Dan Straily and cash."
Dan Straily,Oakland Athletics,Chicago Cubs,573185,"Chicago Cubs traded RHP Jason Hammel and RHP Jeff Samardzija to Oakland Athletics for SS Addison Russell, CF Billy McKinney, RHP Dan Straily and cash."
Jeff Samardzija,Chicago Cubs,Oakland Athletics,502188,"Chicago Cubs traded RHP Jason Hammel and RHP Jeff Samardzija to Oakland Athletics for SS Addison Russell, CF Billy McKinney, RHP Dan Straily and cash."
Jason Hammel,Chicago Cubs,Oakland Athletics,434628,"Chicago Cubs traded RHP Jason Hammel and RHP Jeff Samardzija to Oakland Athletics for SS Addison Russell, CF Billy McKinney, RHP Dan Straily and cash."
Brandon McCarthy,Arizona Diamondbacks,New York Yankees,435221,Arizona Diamondbacks traded RHP Brandon McCarthy and cash to New York Yankees for LHP Vidal Nuno.
Vidal Nuno,New York Yankees,Arizona Diamondbacks,573064,Arizona Diamondbacks traded RHP Brandon McCarthy and cash to New York Yankees for LHP Vidal Nuno.
Cesar Carrasco,Arizona Diamondbacks,Houston Astros,622367,Arizona Diamondbacks traded 3B Cesar Carrasco to Houston Astros for LHP Alex Sogard.
Alex Sogard,Houston Astros,Arizona Diamondbacks,543797,Arizona Diamondbacks traded 3B Cesar Carrasco to Houston Astros for LHP Alex Sogard.
Chris Dickerson,Pittsburgh Pirates,Cleveland Indians,447736,Pittsburgh Pirates traded LF Chris Dickerson to Cleveland Indians for Player To Be Named Later.
Jeffry Santos,Chicago White Sox,Houston Astros,608736,Chicago White Sox traded SS Jeffry Santos to Houston Astros.
Jeff Francis,Oakland Athletics,New York Yankees,433585,Oakland Athletics traded cash and LHP Jeff Francis to New York Yankees for Player To Be Named Later.
Nick Maronde,Los Angeles Angels,Cleveland Indians,543488,Los Angeles Angels traded LHP Nick Maronde to Cleveland Indians for Player To Be Named Later.
Brett Wallace,Baltimore Orioles,Toronto Blue Jays,477165,Baltimore Orioles traded 1B Brett Wallace to Toronto Blue Jays for cash.
Spencer Patton,Kansas City Royals,Texas Rangers,607359,Texas Rangers traded RHP Jason Frasor to Kansas City Royals for RHP Spencer Patton.
Jason Frasor,Texas Rangers,Kansas City Royals,430630,Texas Rangers traded RHP Jason Frasor to Kansas City Royals for RHP Spencer Patton.
Ryan Verdugo,Kansas City Royals,Boston Red Sox,489400,Kansas City Royals traded LHP Ryan Verdugo to Boston Red Sox for cash.
Elliot Morris,Los Angeles Angels,San Diego Padres,622260,"San Diego Padres traded RHP Huston Street and RHP Trevor Gott to Los Angeles Angels for 2B Taylor Lindsey, RHP R.J. Alvarez, SS Jose Rondon and RHP Elliot Morris."
Huston Street,San Diego Padres,Los Angeles Angels,434718,"San Diego Padres traded RHP Huston Street and RHP Trevor Gott to Los Angeles Angels for 2B Taylor Lindsey, RHP R.J. Alvarez, SS Jose Rondon and RHP Elliot Morris."
Taylor Lindsey,Los Angeles Angels,San Diego Padres,592506,"San Diego Padres traded RHP Huston Street and RHP Trevor Gott to Los Angeles Angels for 2B Taylor Lindsey, RHP R.J. Alvarez, SS Jose Rondon and RHP Elliot Morris."
R.J. Alvarez,Los Angeles Angels,San Diego Padres,571439,"San Diego Padres traded RHP Huston Street and RHP Trevor Gott to Los Angeles Angels for 2B Taylor Lindsey, RHP R.J. Alvarez, SS Jose Rondon and RHP Elliot Morris."
Trevor Gott,San Diego Padres,Los Angeles Angels,641627,"San Diego Padres traded RHP Huston Street and RHP Trevor Gott to Los Angeles Angels for 2B Taylor Lindsey, RHP R.J. Alvarez, SS Jose Rondon and RHP Elliot Morris."
Jose Rondon,Los Angeles Angels,San Diego Padres,602922,"San Diego Padres traded RHP Huston Street and RHP Trevor Gott to Los Angeles Angels for 2B Taylor Lindsey, RHP R.J. Alvarez, SS Jose Rondon and RHP Elliot Morris."
Yangervis Solarte,New York Yankees,San Diego Padres,500208,San Diego Padres traded Chase Headley and cash to New York Yankees for 3B Yangervis Solarte and RHP Rafael De Paula.
Rafael De Paula,New York Yankees,San Diego Padres,606127,San Diego Padres traded Chase Headley and cash to New York Yankees for 3B Yangervis Solarte and RHP Rafael De Paula.
Chase Headley,San Diego Padres,New York Yankees,452104,San Diego Padres traded Chase Headley and cash to New York Yankees for 3B Yangervis Solarte and RHP Rafael De Paula.
Corey Knebel,Detroit Tigers,Texas Rangers,608349,Texas Rangers traded RHP Joakim Soria to Detroit Tigers for RHP Corey Knebel and RHP Jake Thompson.
Jake Thompson,Detroit Tigers,Texas Rangers,622097,Texas Rangers traded RHP Joakim Soria to Detroit Tigers for RHP Corey Knebel and RHP Jake Thompson.
Joakim Soria,Texas Rangers,Detroit Tigers,465657,Texas Rangers traded RHP Joakim Soria to Detroit Tigers for RHP Corey Knebel and RHP Jake Thompson.
Jimmy Paredes,Kansas City Royals,Baltimore Orioles,517370,Kansas City Royals traded 3B Jimmy Paredes to Baltimore Orioles for cash.
Stephen Pryor,Seattle Mariners,Minnesota Twins,543668,Minnesota Twins traded 1B Kendrys Morales to Seattle Mariners for RHP Stephen Pryor.
Kendrys Morales,Minnesota Twins,Seattle Mariners,434778,Minnesota Twins traded 1B Kendrys Morales to Seattle Mariners for RHP Stephen Pryor.
Chris Capuano,Colorado Rockies,New York Yankees,425626,Colorado Rockies traded LHP Chris Capuano to New York Yankees for cash.
Deck McGuire,Toronto Blue Jays,Oakland Athletics,592547,Toronto Blue Jays traded RHP Deck McGuire to Oakland Athletics for cash.
Jake Peavy,Boston Red Sox,San Francisco Giants,408241,Boston Red Sox traded RHP Jake Peavy and cash to San Francisco Giants for LHP Edwin Escobar and RHP Heath Hembree.
Heath Hembree,San Francisco Giants,Boston Red Sox,592390,Boston Red Sox traded RHP Jake Peavy and cash to San Francisco Giants for LHP Edwin Escobar and RHP Heath Hembree.
Edwin Escobar,San Francisco Giants,Boston Red Sox,546276,Boston Red Sox traded RHP Jake Peavy and cash to San Francisco Giants for LHP Edwin Escobar and RHP Heath Hembree.
Darwin Barney,Chicago Cubs,Los Angeles Dodgers,446381,Chicago Cubs traded 2B Darwin Barney to Los Angeles Dodgers for Player To Be Named Later.
Erik Kratz,Toronto Blue Jays,Kansas City Royals,456124,Kansas City Royals traded 3B Danny Valencia to Toronto Blue Jays for C Erik Kratz and RHP Liam Hendriks.
Liam Hendriks,Toronto Blue Jays,Kansas City Royals,521230,Kansas City Royals traded 3B Danny Valencia to Toronto Blue Jays for C Erik Kratz and RHP Liam Hendriks.
Danny Valencia,Kansas City Royals,Toronto Blue Jays,502143,Kansas City Royals traded 3B Danny Valencia to Toronto Blue Jays for C Erik Kratz and RHP Liam Hendriks.
Felix Doubront,Boston Red Sox,Chicago Cubs,467094,Boston Red Sox traded LHP Felix Doubront to Chicago Cubs.
Jonathan Martinez,Los Angeles Dodgers,Chicago Cubs,608217,Los Angeles Dodgers traded RHP Jonathan Martinez to Chicago Cubs.
Justin Masterson,Cleveland Indians,St. Louis Cardinals,475416,Cleveland Indians traded RHP Justin Masterson to St. Louis Cardinals for OF James Ramsey.
James Ramsey,St. Louis Cardinals,Cleveland Indians,607256,Cleveland Indians traded RHP Justin Masterson to St. Louis Cardinals for OF James Ramsey.
Tommy Milone,Oakland Athletics,Minnesota Twins,543548,Minnesota Twins traded Sam Fuld to Oakland Athletics for LHP Tommy Milone.
Sam Fuld,Minnesota Twins,Oakland Athletics,453539,Minnesota Twins traded Sam Fuld to Oakland Athletics for LHP Tommy Milone.
Willy Adames,Detroit Tigers,Tampa Bay Rays,642715,Detroit Tigers Traded LHP Drew Smyly and SS Willy Adames to Tampa Bay Rays; Tampa Bay Rays Traded LHP David Price to Detroit Tigers; Seattle Mariners Traded SS Nick Franklin to Tampa Bay Rays and Detroit Tigers Traded Austin Jackson to Seattle Mariners.
Drew Smyly,Detroit Tigers,Tampa Bay Rays,592767,Detroit Tigers Traded LHP Drew Smyly and SS Willy Adames to Tampa Bay Rays; Tampa Bay Rays Traded LHP David Price to Detroit Tigers; Seattle Mariners Traded SS Nick Franklin to Tampa Bay Rays and Detroit Tigers Traded Austin Jackson to Seattle Mariners.
Nick Franklin,Seattle Mariners,Tampa Bay Rays,545338,Detroit Tigers Traded LHP Drew Smyly and SS Willy Adames to Tampa Bay Rays; Tampa Bay Rays Traded LHP David Price to Detroit Tigers; Seattle Mariners Traded SS Nick Franklin to Tampa Bay Rays and Detroit Tigers Traded Austin Jackson to Seattle Mariners.
Austin Jackson,Detroit Tigers,Seattle Mariners,457706,Detroit Tigers Traded LHP Drew Smyly and SS Willy Adames to Tampa Bay Rays; Tampa Bay Rays Traded LHP David Price to Detroit Tigers; Seattle Mariners Traded SS Nick Franklin to Tampa Bay Rays and Detroit Tigers Traded Austin Jackson to Seattle Mariners.
David Price,Tampa Bay Rays,Detroit Tigers,456034,Detroit Tigers Traded LHP Drew Smyly and SS Willy Adames to Tampa Bay Rays; Tampa Bay Rays Traded LHP David Price to Detroit Tigers; Seattle Mariners Traded SS Nick Franklin to Tampa Bay Rays and Detroit Tigers Traded Austin Jackson to Seattle Mariners.
Abraham Almonte,Seattle Mariners,San Diego Padres,501659,San Diego Padres traded RF Chris Denorfia to Seattle Mariners for CF Abraham Almonte and RHP Stephen Kohlscheen.
Stephen Kohlscheen,Seattle Mariners,San Diego Padres,518898,San Diego Padres traded RF Chris Denorfia to Seattle Mariners for CF Abraham Almonte and RHP Stephen Kohlscheen.
Chris Denorfia,San Diego Padres,Seattle Mariners,456121,San Diego Padres traded RF Chris Denorfia to Seattle Mariners for CF Abraham Almonte and RHP Stephen Kohlscheen.
Kelly Johnson,New York Yankees,Boston Red Sox,430637,Boston Red Sox traded SS Stephen Drew and cash to New York Yankees for 3B Kelly Johnson.
Stephen Drew,Boston Red Sox,New York Yankees,452220,Boston Red Sox traded SS Stephen Drew and cash to New York Yankees for 3B Kelly Johnson.
Francis Martes,Miami Marlins,Houston Astros,642564,"Houston Astros traded RHP Jarred Cosart, LF Enrique Hernandez and OF Austin Wates to Miami Marlins for CF Jake Marisnick, 3B Colin Moran, RHP Francis Martes and ."
Jake Marisnick,Miami Marlins,Houston Astros,545350,"Houston Astros traded RHP Jarred Cosart, LF Enrique Hernandez and OF Austin Wates to Miami Marlins for CF Jake Marisnick, 3B Colin Moran, RHP Francis Martes and ."
Jarred Cosart,Houston Astros,Miami Marlins,543054,"Houston Astros traded RHP Jarred Cosart, LF Enrique Hernandez and OF Austin Wates to Miami Marlins for CF Jake Marisnick, 3B Colin Moran, RHP Francis Martes and ."
Enrique Hernandez,Houston Astros,Miami Marlins,571771,"Houston Astros traded RHP Jarred Cosart, LF Enrique Hernandez and OF Austin Wates to Miami Marlins for CF Jake Marisnick, 3B Colin Moran, RHP Francis Martes and ."
Austin Wates,Houston Astros,Miami Marlins,534909,"Houston Astros traded RHP Jarred Cosart, LF Enrique Hernandez and OF Austin Wates to Miami Marlins for CF Jake Marisnick, 3B Colin Moran, RHP Francis Martes and ."
Colin Moran,Miami Marlins,Houston Astros,592567,"Houston Astros traded RHP Jarred Cosart, LF Enrique Hernandez and OF Austin Wates to Miami Marlins for CF Jake Marisnick, 3B Colin Moran, RHP Francis Martes and ."
Zach Walters,Washington Nationals,Cleveland Indians,595025,Cleveland Indians traded SS Asdrubal Cabrera and cash to Washington Nationals for 2B Zach Walters.
Asdrubal Cabrera,Cleveland Indians,Washington Nationals,452678,Cleveland Indians traded SS Asdrubal Cabrera and cash to Washington Nationals for 2B Zach Walters.
Jon Lester,Boston Red Sox,Oakland Athletics,452657,"Boston Red Sox traded LHP Jon Lester, LF Jonny Gomes and cash to Oakland Athletics for LF Yoenis Cespedes and ."
Jonny Gomes,Boston Red Sox,Oakland Athletics,430404,"Boston Red Sox traded LHP Jon Lester, LF Jonny Gomes and cash to Oakland Athletics for LF Yoenis Cespedes and ."
Yoenis Cespedes,Oakland Athletics,Boston Red Sox,493316,"Boston Red Sox traded LHP Jon Lester, LF Jonny Gomes and cash to Oakland Athletics for LF Yoenis Cespedes and ."
Mitch Haniger,Milwaukee Brewers,Arizona Diamondbacks,571745,Arizona Diamondbacks traded RF Gerardo Parra to Milwaukee Brewers for LHP Anthony Banda and RF Mitch Haniger.
Anthony Banda,Milwaukee Brewers,Arizona Diamondbacks,607455,Arizona Diamondbacks traded RF Gerardo Parra to Milwaukee Brewers for LHP Anthony Banda and RF Mitch Haniger.
Gerardo Parra,Arizona Diamondbacks,Milwaukee Brewers,467827,Arizona Diamondbacks traded RF Gerardo Parra to Milwaukee Brewers for LHP Anthony Banda and RF Mitch Haniger.
Andrew Miller,Boston Red Sox,Baltimore Orioles,453192,Boston Red Sox traded LHP Andrew Miller to Baltimore Orioles for LHP Eduardo Rodriguez.
Eduardo Rodriguez,Baltimore Orioles,Boston Red Sox,593958,Boston Red Sox traded LHP Andrew Miller to Baltimore Orioles for LHP Eduardo Rodriguez.
Corey Littrell,Boston Red Sox,St. Louis Cardinals,592511,"Boston Red Sox traded RHP John Lackey, LHP Corey Littrell and cash to St. Louis Cardinals for RF Allen Craig and RHP Joe Kelly."
Joe Kelly,St. Louis Cardinals,Boston Red Sox,523260,"Boston Red Sox traded RHP John Lackey, LHP Corey Littrell and cash to St. Louis Cardinals for RF Allen Craig and RHP Joe Kelly."
John Lackey,Boston Red Sox,St. Louis Cardinals,407793,"Boston Red Sox traded RHP John Lackey, LHP Corey Littrell and cash to St. Louis Cardinals for RF Allen Craig and RHP Joe Kelly."
Allen Craig,St. Louis Cardinals,Boston Red Sox,501800,"Boston Red Sox traded RHP John Lackey, LHP Corey Littrell and cash to St. Louis Cardinals for RF Allen Craig and RHP Joe Kelly."
Martin Prado,Arizona Diamondbacks,New York Yankees,445988,Arizona Diamondbacks traded 3B Martin Prado to New York Yankees for C Peter O'Brien and Player To Be Named Later.
Peter O'Brien,New York Yankees,Arizona Diamondbacks,598284,Arizona Diamondbacks traded 3B Martin Prado to New York Yankees for C Peter O'Brien and Player To Be Named Later.
James Russell,Chicago Cubs,Atlanta Braves,460701,"Chicago Cubs traded 2B Emilio Bonifacio, LHP James Russell and cash to Atlanta Braves for C Victor Caratini."
Victor Caratini,Atlanta Braves,Chicago Cubs,605170,"Chicago Cubs traded 2B Emilio Bonifacio, LHP James Russell and cash to Atlanta Braves for C Victor Caratini."
Emilio Bonifacio,Chicago Cubs,Atlanta Braves,466988,"Chicago Cubs traded 2B Emilio Bonifacio, LHP James Russell and cash to Atlanta Braves for C Victor Caratini."
Blake Tekotte,Chicago White Sox,Arizona Diamondbacks,493574,Chicago White Sox traded RF Blake Tekotte to Arizona Diamondbacks for cash.
Hunter Carnevale,New York Mets,Toronto Blue Jays,595152,New York Mets traded RHP Hunter Carnevale to Toronto Blue Jays for cash.
Roberto Hernandez,Philadelphia Phillies,Los Angeles Dodgers,433584,Philadelphia Phillies traded RHP Roberto Hernandez to Los Angeles Dodgers for Player To Be Named Later and Player To Be Named Later.
